STATE_CODE_001,COUNTY_CODE_003,FEATURES_DESC_006A,LAT_016,LONG_017,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,PIER_PROTECTION_111
47,189,'BRANCH',35595580.0,86115051.0,2.0,8.0,1965.0,2,19.0,N,N,N,7,5,
47,189,'BRANCH',35575281.0,86103402.0,2.0,8.0,1930.0,2,19.0,N,N,N,7,7,
47,189,'BRANCH',36062250.0,86245507.0,2.0,8.0,1935.0,2,19.0,N,N,N,7,5,
47,189,'OVERFLOW',36060931.0,86245689.0,2.0,8.0,1960.0,2,19.0,N,N,N,7,7,
47,189,'HURRICANE CREEK',36031626.0,86251979.0,2.0,8.0,1970.0,3,2.0,6,5,5,8,N,
47,189,'PURTLE CREEK',36000534.0,86024153.0,2.0,8.0,1995.0,2,19.0,N,N,N,8,6,
47,189,'GOOSE CREEK',36035202.0,86033583.0,2.0,8.0,1960.0,2,4.0,7,6,6,6,N,
47,189,'GOOSE CREEK',36033059.0,86040120.0,2.0,8.0,1965.0,2,19.0,N,N,N,6,6,
47,189,'BRANCH',36014830.0,86030353.0,2.0,8.0,1965.0,2,19.0,N,N,N,7,6,
47,189,'PURTLE CREEK',36004548.0,86023480.0,2.0,8.0,1960.0,2,19.0,N,N,N,7,6,
47,189,'PURTLE CREEK',35593120.0,86024081.0,2.0,8.0,1960.0,2,19.0,N,N,N,5,5,
47,189,'DRY FORK CREEK',36100846.0,86073431.0,2.0,8.0,1928.0,2,19.0,N,N,N,7,5,
47,189,'LITTLE CANEY BRANCH',36090408.0,86075376.0,2.0,8.0,1929.0,1,4.0,7,7,7,7,N,
47,189,'BRANCH',36000937.0,86142166.0,2.0,8.0,1975.0,2,19.0,N,N,N,7,7,
47,189,'WILLIAMS BRANCH',36001441.0,86131434.0,2.0,8.0,1970.0,2,19.0,N,N,N,7,7,
47,189,'BRANCH',36003168.0,86083523.0,2.0,8.0,1965.0,2,19.0,N,N,N,7,7,
47,189,'SMITH FORK CREEK',36011068.0,86073324.0,2.0,8.0,1928.0,1,11.0,4,4,5,6,N,
47,189,'SMITH FORK CREEK',36011236.0,86072898.0,2.0,8.0,1927.0,1,11.0,4,4,6,7,N,
47,189,'BARTONS CREEK',36151068.0,86195328.0,2.0,19.0,1973.0,6,2.0,7,7,7,7,N,
47,189,'HURRICANE CREEK',36034194.0,86225843.0,2.0,7.0,1975.0,2,19.0,N,N,N,5,5,
47,189,'SPENCER CREEK',36142046.0,86240281.0,2.0,17.0,1978.0,2,19.0,N,N,N,7,7,
47,189,'ROUND LICK CREEK',36060090.0,86075269.0,4.0,7.0,1921.0,1,11.0,6,6,6,7,N,
47,189,'BEECH LOG CREEK',36051740.0,86094878.0,2.0,8.0,1970.0,2,19.0,N,N,N,6,6,
47,189,'BRANCH',36045946.0,86105778.0,2.0,8.0,1970.0,2,19.0,N,N,N,6,7,
47,189,'BRANCH',36031770.0,86132370.0,2.0,8.0,1930.0,2,19.0,N,N,N,6,5,
47,189,'HALEY BRANCH',36070900.0,86060271.0,2.0,8.0,1965.0,2,19.0,N,N,N,5,7,
47,189,'THORN CREEK',36054487.0,86093857.0,2.0,8.0,1987.0,2,19.0,N,N,N,8,7,
47,189,'SPRING CREEK',36120198.0,86143325.0,2.0,9.0,2000.0,6,5.0,6,6,6,7,N,
47,189,'BRANCH',36114146.0,86134650.0,2.0,9.0,1950.0,2,19.0,N,N,N,7,7,
47,189,'JENNINGS FORK CREEK',36111913.0,86101309.0,2.0,8.0,1977.0,5,2.0,6,6,7,7,N,
47,189,'DRY FORK CREEK',36101295.0,86072033.0,2.0,8.0,1965.0,1,19.0,N,N,N,7,6,
47,189,'BIG CANEY CREEK',36090918.0,86062719.0,2.0,8.0,1965.0,2,19.0,N,N,N,7,7,
47,189,'LICK CREEK',36065346.0,86080642.0,2.0,8.0,1965.0,3,2.0,7,7,6,6,N,
47,189,'BRANCH',36110036.0,86194488.0,1.0,16.0,2002.0,2,19.0,N,N,N,8,7,
47,189,'BARTONS CREEK',36113217.0,86194457.0,2.0,16.0,2002.0,6,2.0,8,8,8,8,N,
47,189,'SINKING CREEK',36102641.0,86181303.0,4.0,16.0,1976.0,2,19.0,N,N,N,7,7,
47,189,'BRANCH',36122406.0,86192661.0,4.0,16.0,1976.0,2,19.0,N,N,N,7,7,
47,189,'BRANCH',36141726.0,86181166.0,4.0,16.0,1976.0,2,19.0,N,N,N,7,7,
47,189,'BRANCH',36141693.0,86174057.0,4.0,16.0,1976.0,2,19.0,N,N,N,7,7,
47,189,'BRANCH',36142591.0,86334297.0,4.0,17.0,1970.0,1,19.0,N,N,N,6,7,
47,189,'BRANCH',36143295.0,86351794.0,2.0,19.0,2019.0,5,6.0,8,8,8,8,N,
47,189,'KENNEDY CREEK',35580294.0,86082273.0,2.0,9.0,1940.0,2,19.0,N,N,N,7,7,
47,189,'KENNEDY CREEK',35582214.0,86073055.0,2.0,9.0,1975.0,5,2.0,7,7,7,7,N,
47,189,'LANE BRANCH',36172094.0,86295371.0,2.0,9.0,1940.0,3,2.0,8,6,6,5,N,
47,189,'BRANCH',36175551.0,86093571.0,2.0,9.0,1985.0,2,19.0,N,N,N,8,6,
47,189,'CEDAR CREEK',36180438.0,86131008.0,2.0,8.0,1965.0,3,2.0,6,4,5,6,N,
47,189,'SPENCER CREEK',36155525.0,86264161.0,2.0,9.0,1975.0,3,2.0,7,5,7,7,N,
47,189,'BRANCH',36160258.0,86272850.0,2.0,9.0,1960.0,2,4.0,7,7,7,6,N,
47,189,'DRY FORK CREEK',36164524.0,86262695.0,2.0,9.0,1984.0,2,19.0,N,N,N,5,7,
47,189,'BRANCH',36163624.0,86251837.0,2.0,9.0,1978.0,2,19.0,N,N,N,7,7,
47,189,'BRANCH',36175873.0,86264609.0,2.0,9.0,1940.0,1,19.0,N,N,N,6,5,
47,189,'DRY FORK BRANCH',36162700.0,86253899.0,2.0,9.0,1975.0,2,19.0,N,N,N,5,6,
47,189,'DRY FORK BRANCH',36154835.0,86244788.0,2.0,9.0,1950.0,2,19.0,N,N,N,6,7,
47,189,'MCCARMEL BRANCH',36144212.0,86172483.0,2.0,19.0,1970.0,2,19.0,N,N,N,7,7,
47,189,'BRANCH',36154584.0,86224351.0,2.0,9.0,1960.0,2,19.0,N,N,N,7,7,
47,189,'BRANCH',36131069.0,86201380.0,4.0,19.0,1960.0,2,19.0,N,N,N,5,5,
47,189,'BRANCH',36155473.0,86203659.0,2.0,19.0,1960.0,2,19.0,N,N,N,5,7,
47,189,'BRUNLEY BRANCH',36173102.0,86213023.0,2.0,9.0,1960.0,2,19.0,N,N,N,7,7,
47,189,'BRANCH',36180318.0,86202879.0,2.0,9.0,1987.0,2,19.0,N,N,N,7,7,
47,189,'BRANCH',36180132.0,86201926.0,2.0,9.0,1987.0,2,19.0,N,N,N,7,7,
47,189,'BARTONS CREEK',36140732.0,86185417.0,4.0,16.0,1962.0,5,2.0,7,8,6,7,N,
47,189,'BRANCH',36172484.0,86122597.0,2.0,9.0,1993.0,2,19.0,N,N,N,8,6,
47,189,'CLENDENON BRANCH',36163895.0,86110953.0,2.0,9.0,1965.0,2,19.0,N,N,N,7,7,
47,189,'CLENDENON BRANCH',36165711.0,86092382.0,2.0,9.0,1950.0,2,19.0,N,N,N,6,6,
47,189,'CEDAR CREEK',36145250.0,86104709.0,2.0,9.0,1996.0,2,19.0,N,N,N,8,5,
47,189,'GRISSIM BRANCH',36143654.0,86111085.0,2.0,9.0,1996.0,2,19.0,N,N,N,8,6,
47,189,'GRISSIM BRANCH',36145934.0,86103089.0,2.0,9.0,1999.0,2,19.0,N,N,N,8,8,
47,189,'JENNINGS CREEK',36102268.0,86103929.0,2.0,9.0,1950.0,3,2.0,7,7,7,7,N,
47,189,'BRANCH',36083276.0,86051849.0,2.0,9.0,1932.0,3,2.0,6,6,5,6,N,
47,189,'BRANCH',36104368.0,86070624.0,2.0,9.0,1983.0,2,19.0,N,N,N,7,5,
47,189,'DRY FORK CREEK',36104686.0,86064781.0,2.0,9.0,1960.0,2,19.0,N,N,N,7,6,
47,189,'BRANCH',36104254.0,86065531.0,2.0,9.0,1995.0,2,19.0,N,N,N,8,8,
47,189,'BRANCH',35580942.0,86125119.0,2.0,9.0,1950.0,2,19.0,N,N,N,8,7,
47,189,'BRANCH',35580960.0,86130077.0,2.0,9.0,1994.0,2,19.0,N,N,N,8,7,
47,189,'BRANCH',35580210.0,86144789.0,2.0,9.0,2005.0,2,19.0,N,N,N,7,7,
47,189,'CEDAR CREEK',36134686.0,86104116.0,2.0,9.0,1955.0,2,19.0,N,N,N,5,5,
47,189,'BRANCH',36131494.0,86071506.0,2.0,8.0,1965.0,1,4.0,7,7,7,7,N,
47,189,'JENNINGS CREEK',36115754.0,86073799.0,2.0,8.0,1925.0,1,11.0,6,5,7,7,N,
47,189,'BRANCH',36124752.0,86073799.0,2.0,8.0,1986.0,2,19.0,N,N,N,8,8,
47,189,'DRY FORK CREEK',36102873.0,86070311.0,2.0,8.0,1984.0,2,19.0,N,N,N,8,6,
47,189,'SPRING CREEK',36104957.0,86142789.0,2.0,9.0,1970.0,4,2.0,7,6,6,6,N,
47,189,'W. PRONG JENNINGS FK CK',36100198.0,86120186.0,2.0,9.0,1993.0,2,19.0,N,N,N,7,7,
47,189,'BRANCH',36103445.0,86125923.0,2.0,9.0,1993.0,2,19.0,N,N,N,7,7,
47,189,'SPRING CREEK',36095251.0,86142701.0,2.0,8.0,1978.0,5,2.0,7,7,7,7,N,
47,189,'JENNINGS FORK CREEK',36094992.0,86121993.0,2.0,8.0,1984.0,2,19.0,N,N,N,8,7,
47,189,'BIG CRANEY CREEK',36075346.0,86085292.0,2.0,9.0,1955.0,2,4.0,7,6,6,6,N,
47,189,'ROUND LICK CREEK',36065178.0,86075381.0,2.0,9.0,1960.0,3,2.0,6,6,6,6,N,
47,189,'LICK CREEK',36064621.0,86082155.0,2.0,9.0,1993.0,2,19.0,N,N,N,8,8,
47,189,'ROUND LICK CREEK',36081997.0,86055785.0,2.0,9.0,1915.0,1,11.0,8,6,5,6,N,
47,189,'EAVENS BRANCH',36042099.0,86042461.0,2.0,9.0,1960.0,2,19.0,N,N,N,6,6,
47,189,'BRANCH',36042838.0,86042831.0,2.0,9.0,1960.0,2,19.0,N,N,N,6,6,
47,189,'OAKLEY BRANCH',36015364.0,86061955.0,2.0,8.0,1960.0,2,19.0,N,N,N,6,6,
47,189,'BRANCH',36055442.0,86074464.0,2.0,9.0,1960.0,2,19.0,N,N,N,6,5,
47,189,'NEAL BRANCH',36054345.0,86074703.0,2.0,9.0,1915.0,1,11.0,7,7,7,7,N,
47,189,'NEAL BRANCH',36053360.0,86074398.0,2.0,9.0,1940.0,1,4.0,6,5,7,7,N,
47,189,'PATTON HOLLOW BRANCH',36041422.0,86074079.0,2.0,9.0,1940.0,2,19.0,N,N,N,6,7,
47,189,'WEBB BRANCH',36023492.0,86055538.0,2.0,9.0,1960.0,2,19.0,N,N,N,6,4,
47,189,'JOHNSON CREEK',36004974.0,86034555.0,2.0,9.0,1950.0,2,19.0,N,N,N,7,7,
47,189,'ROUND LICK CREEK',36042628.0,86082501.0,2.0,9.0,1935.0,2,19.0,N,N,N,6,7,
47,189,'BRANCH',35592082.0,86034206.0,2.0,9.0,1955.0,2,19.0,N,N,N,7,6,
47,189,'GRAVES BRANCH',36172910.0,86174427.0,2.0,9.0,1986.0,2,19.0,N,N,N,8,8,
47,189,'BRANCH',36170529.0,86164440.0,2.0,9.0,1980.0,2,19.0,N,N,N,7,7,
47,189,'SMITH FORK CREEK',36005977.0,86065743.0,2.0,9.0,1986.0,5,2.0,6,8,8,7,N,
47,189,'SUNSET CREEK',36003774.0,86081381.0,2.0,9.0,1960.0,2,19.0,N,N,N,8,6,
47,189,'ROCKY BRANCH',36013396.0,86073684.0,2.0,9.0,1995.0,2,19.0,N,N,N,8,8,
47,189,'CLEVER CREEK',36013988.0,86095120.0,2.0,9.0,1945.0,2,4.0,7,7,7,6,N,
47,189,'JUG CREEK',36014361.0,86123017.0,2.0,9.0,1970.0,2,19.0,N,N,N,6,7,
47,189,'GOOSE CREEK',36010714.0,86115279.0,2.0,9.0,1950.0,2,19.0,N,N,N,5,6,
47,189,'BRANCH',36004896.0,86123017.0,2.0,9.0,2005.0,2,19.0,N,N,N,7,7,
47,189,'JUG CREEK',36013492.0,86140828.0,2.0,8.0,1965.0,2,19.0,N,N,N,7,6,
47,189,'BRANCH',36013786.0,86133197.0,2.0,8.0,1970.0,2,19.0,N,N,N,6,7,
47,189,'BRANCH',36023912.0,86091962.0,2.0,8.0,1925.0,1,11.0,6,5,7,7,N,
47,189,'BRANCH',36031826.0,86144135.0,2.0,9.0,2005.0,2,19.0,N,N,N,8,8,
47,189,'BEECH LOG CREEK',36054338.0,86082562.0,4.0,9.0,1914.0,1,11.0,7,7,7,7,N,
47,189,'BRANCH',36044915.0,86082430.0,2.0,9.0,1984.0,2,19.0,N,N,N,7,8,
47,189,'ROUND LICK CREEK',36044548.0,86081969.0,2.0,9.0,1984.0,2,19.0,N,N,N,8,6,
47,189,'PURTLE CREEK',36012593.0,86023565.0,2.0,9.0,1950.0,2,19.0,N,N,N,6,7,
47,189,'BRANCH',36012593.0,86021793.0,2.0,9.0,1950.0,2,4.0,7,7,7,6,N,
47,189,'SPRING CREEK',36051777.0,86133840.0,2.0,9.0,1977.0,2,19.0,N,N,N,7,4,
47,189,'PEMBERTON BRANCH',36051956.0,86135087.0,2.0,9.0,1977.0,2,19.0,N,N,N,7,7,
47,189,'SHOP SPRINGS BRANCH',36073324.0,86125437.0,2.0,9.0,2016.0,5,6.0,7,8,8,8,N,
47,189,'SHOP SPRINGS BRANCH',36062826.0,86131343.0,2.0,9.0,2005.0,2,19.0,N,N,N,7,7,
47,189,'SHOP SPRINGS BRANCH',36074266.0,86131217.0,2.0,8.0,1930.0,3,2.0,7,6,7,7,N,
47,189,'SHOP SPRINGS BRANCH',36075100.0,86143234.0,2.0,8.0,1970.0,3,2.0,6,5,6,6,N,
47,189,'BRANCH',36091080.0,86165706.0,2.0,8.0,1960.0,2,19.0,N,N,N,7,7,
47,189,'YOUNG BRANCH',36140084.0,86090984.0,2.0,9.0,1980.0,2,19.0,N,N,N,7,8,
47,189,'BRANCH',36131854.0,86092327.0,2.0,9.0,1980.0,2,19.0,N,N,N,7,7,
47,189,'DEDMAN BRANCH',36075514.0,86164044.0,2.0,8.0,1960.0,2,19.0,N,N,N,6,7,
47,189,'SINKING CREEK',36095922.0,86180493.0,2.0,17.0,1955.0,2,19.0,N,N,N,5,7,
47,189,'SINKING CREEK',36083384.0,86180474.0,2.0,9.0,1960.0,2,19.0,N,N,N,7,6,
47,189,'BRANCH',36080257.0,86124962.0,2.0,9.0,1985.0,2,19.0,N,N,N,5,7,
47,189,'CEDAR BRANCH',36014914.0,86153955.0,2.0,9.0,1970.0,2,19.0,N,N,N,7,7,
47,189,'BRANCH',36020600.0,86144165.0,2.0,9.0,1998.0,2,19.0,N,N,N,8,8,
47,189,'FLORIDA CREEK',36010132.0,86153661.0,2.0,8.0,1974.0,6,2.0,6,8,7,7,N,
47,189,'FALL CREEK',36013156.0,86164440.0,2.0,8.0,1930.0,1,11.0,5,5,7,7,N,
47,189,'DRY FORK CREEK',36004075.0,86191153.0,2.0,9.0,1987.0,2,19.0,N,N,N,8,6,
47,189,'BRANCH',36001626.0,86193834.0,2.0,9.0,1992.0,2,19.0,N,N,N,8,7,
47,189,'BRANCH',36004248.0,86131321.0,2.0,9.0,1985.0,2,19.0,N,N,N,7,8,
47,189,'GOOSE CREEK',36003744.0,86125813.0,2.0,9.0,2005.0,2,19.0,N,N,N,7,7,
47,189,'DRY CREEK',36062795.0,86233773.0,2.0,9.0,1984.0,2,19.0,N,N,N,8,8,
47,189,'CAVE CREEK',36044656.0,86195652.0,2.0,9.0,1960.0,2,19.0,N,N,N,7,8,
47,189,'HURRICANE CREEK',36040420.0,86184555.0,2.0,9.0,1950.0,1,4.0,7,6,7,7,N,
47,189,'SUGGS CREEK',36073367.0,86311410.0,2.0,9.0,2005.0,5,5.0,7,7,7,7,N,
47,189,'SUGGS CREEK',36061752.0,86272119.0,2.0,8.0,1981.0,2,19.0,N,N,N,6,6,
47,189,'BRANCH',36022669.0,86140474.0,2.0,9.0,2005.0,2,19.0,N,N,N,7,8,
47,189,'FALL CREEK',36022545.0,86135790.0,2.0,9.0,2005.0,2,19.0,N,N,N,7,8,
47,189,'SUGGS CREEK',36063727.0,86284842.0,2.0,9.0,1995.0,2,19.0,N,N,N,8,6,
47,189,'SPRINGCREEK',36044122.0,86124855.0,2.0,9.0,2005.0,2,19.0,N,N,N,6,8,
47,189,'NORTH FORK SUGGS CREEK',36074566.0,86285831.0,2.0,19.0,1970.0,2,4.0,6,4,5,6,N,
47,189,'KNIGHT CREEK',35595058.0,86083828.0,2.0,9.0,1985.0,2,19.0,N,N,N,5,7,
47,189,'BRANCH',36030726.0,86133840.0,2.0,9.0,2005.0,2,19.0,N,N,N,7,8,
47,189,'NORTH FORK SUGGS CREEK',36084416.0,86280198.0,2.0,19.0,1970.0,2,19.0,N,N,N,6,7,
47,189,'BRANCH',36081548.0,86201339.0,2.0,8.0,1950.0,2,19.0,N,N,N,7,7,
47,189,'BARTONS CREEK',36074697.0,86215754.0,2.0,8.0,1950.0,2,19.0,N,N,N,6,6,
47,189,'BRANCH',36100006.0,86213853.0,2.0,9.0,1951.0,2,19.0,N,N,N,6,7,
47,189,'BRANCH',36120558.0,86230961.0,2.0,17.0,1950.0,2,19.0,N,N,N,5,7,
47,189,'BRANCH',36115694.0,86240355.0,2.0,17.0,1940.0,2,19.0,N,N,N,7,6,
47,189,'BRANCH',36122730.0,86202838.0,4.0,19.0,1955.0,2,19.0,N,N,N,7,6,
47,189,'BARTONS CREEK',36122244.0,86191601.0,4.0,19.0,1960.0,3,2.0,7,4,6,5,N,
47,189,'BRANCH',36062400.0,86160647.0,2.0,9.0,1985.0,2,19.0,N,N,N,8,7,
47,189,'BRANCH',36131092.0,86204291.0,4.0,19.0,1975.0,2,19.0,N,N,N,7,7,
47,189,'FALL CREEK',36005106.0,86215171.0,2.0,9.0,1919.0,1,11.0,4,4,4,6,N,
47,189,'NORTH FORK SUGGS CREEK',36085472.0,86275009.0,2.0,17.0,1960.0,2,19.0,N,N,N,5,4,
47,189,'CEDAR CREEK',36113684.0,86272287.0,2.0,19.0,1960.0,2,5.0,7,7,7,8,N,
47,189,'WRIGHT BRANCH',36090642.0,86294517.0,2.0,17.0,1987.0,2,19.0,N,N,N,8,6,
47,189,'STONES CREEK',36100120.0,86290990.0,4.0,17.0,2007.0,2,19.0,N,N,N,7,8,
47,189,'BRANCH',36122232.0,86273833.0,2.0,19.0,1950.0,2,19.0,N,N,N,7,6,
47,189,'BRANCH',36120127.0,86272748.0,2.0,19.0,1988.0,2,19.0,N,N,N,5,8,
47,189,'MARTHA BRANCH',36130793.0,86245148.0,2.0,19.0,1992.0,2,19.0,N,N,N,8,7,
47,189,'CEDAR CREEK',36111560.0,86250732.0,3.0,19.0,1927.0,1,11.0,5,5,5,6,N,
47,189,'BRANCH',36132406.0,86243870.0,2.0,19.0,1992.0,1,19.0,N,N,N,8,8,
47,189,'BRANCH',36133413.0,86254182.0,4.0,19.0,2010.0,2,19.0,N,N,N,7,8,
47,189,'MIDDLE FORK CREEK',36110066.0,86233270.0,2.0,19.0,1970.0,1,19.0,N,N,N,7,7,
47,189,'WILSON CREEK',36103397.0,86260712.0,2.0,19.0,1988.0,2,19.0,N,N,N,6,7,
47,189,'S FORK CEDAR CREEK',36102791.0,86241025.0,4.0,19.0,1976.0,2,19.0,N,N,N,7,7,
47,189,'CEDAR CREEK',36124615.0,86295706.0,4.0,17.0,2002.0,6,6.0,8,8,8,6,N,
47,189,'NORTH FORK SUGGS CREEK',36074031.0,86290809.0,2.0,19.0,1988.0,2,19.0,N,N,N,6,7,
47,189,'STONES CREEK',36113012.0,86310089.0,4.0,17.0,1970.0,2,19.0,N,N,N,7,6,
47,189,'BRANCH',36133936.0,86224879.0,2.0,19.0,1988.0,2,19.0,N,N,N,5,8,
47,189,'BRANCH',36135020.0,86253913.0,4.0,19.0,1976.0,2,19.0,N,N,N,6,6,
47,189,'STONES CREEK',36101530.0,86292916.0,4.0,17.0,1970.0,2,19.0,N,N,N,7,4,
47,189,'STONES CREEK',36100421.0,86291259.0,2.0,19.0,1970.0,2,19.0,N,N,N,6,6,
47,189,'STONES CREEK',36100905.0,86291993.0,2.0,19.0,1970.0,2,19.0,N,N,N,6,4,
47,189,'STONERS CREEK',36121260.0,86322771.0,4.0,19.0,1985.0,5,5.0,7,7,7,8,N,
47,189,'BRANCH',36163325.0,86174625.0,2.0,9.0,1984.0,2,19.0,N,N,N,8,8,
47,189,'SPRING CREEK',36164068.0,86175238.0,2.0,9.0,1927.0,1,11.0,5,6,6,6,N,
47,189,'BRANCH',36172659.0,86140828.0,2.0,9.0,1960.0,2,19.0,N,N,N,6,8,
47,189,'NANCY BRANCH',36173084.0,86132395.0,2.0,9.0,1945.0,3,2.0,7,4,7,7,N,
47,189,'CEDAR CREEK',36163036.0,86120768.0,2.0,9.0,1986.0,5,2.0,7,6,6,8,N,
47,189,'E. PRG. JENNINGS FORK CR',36092245.0,86102292.0,2.0,8.0,1995.0,2,19.0,N,N,N,8,7,
47,189,'BIG CANEY BRANCH',36085935.0,86070091.0,2.0,9.0,1950.0,2,19.0,N,N,N,6,5,
47,189,'BRANCH',36134308.0,86310251.0,4.0,19.0,1927.0,1,11.0,7,7,7,6,N,
47,189,'SINKING CREEK',36122520.0,86173095.0,4.0,19.0,1920.0,1,1.0,5,4,5,6,N,
47,189,'BRANCH',36121044.0,86173301.0,4.0,19.0,1914.0,1,11.0,6,5,6,7,N,
47,189,'BARTONS CREEK',36104050.0,86203517.0,2.0,17.0,1985.0,2,19.0,N,N,N,8,6,
47,189,'BRANCH',36104992.0,86194205.0,4.0,17.0,2001.0,2,19.0,N,N,N,8,8,
47,189,'SINKING CREEK',36111670.0,86171401.0,4.0,19.0,2020.0,2,2.0,7,8,7,7,N,
47,189,'TARVER BRANCH',36123883.0,86180377.0,4.0,19.0,1958.0,1,19.0,N,N,N,7,6,
47,189,'SINKING CREEK',36130210.0,86180180.0,4.0,17.0,1997.0,6,2.0,8,8,8,8,N,
47,189,'SINKING CREEK',36120030.0,86173540.0,4.0,16.0,1930.0,5,5.0,8,8,8,8,N,
47,189,'OVERFLOW',36120547.0,86165006.0,4.0,19.0,1991.0,1,2.0,7,7,7,7,N,
47,189,'SCHUTES BRANCH',36141248.0,86335659.0,2.0,19.0,1988.0,2,19.0,N,N,N,5,7,
47,189,'BRANCH',36123660.0,86330600.0,2.0,19.0,1989.0,2,19.0,N,N,N,8,6,
47,189,'STONERS CREEK',36121687.0,86320953.0,4.0,19.0,1989.0,2,19.0,N,N,N,8,6,
47,189,'STONES CREEK',36110234.0,86301741.0,4.0,19.0,1988.0,2,19.0,N,N,N,5,4,
47,189,'BRANCH',36092255.0,86235550.0,4.0,19.0,1976.0,2,19.0,N,N,N,7,7,
47,189,'BRANCH',36092732.0,86234932.0,4.0,19.0,1976.0,2,19.0,N,N,N,7,7,
47,189,'MIDDLE FORK CEDAR CREEK',36111429.0,86244681.0,4.0,19.0,2003.0,2,19.0,N,N,N,7,8,
47,189,'CEDAR CREEK',36111067.0,86251350.0,4.0,19.0,2003.0,2,19.0,N,N,N,8,8,
47,189,'BRANCH',36110798.0,86254105.0,4.0,19.0,2003.0,2,19.0,N,N,N,7,8,
47,189,'WILSON CREEK',36110763.0,86262755.0,4.0,19.0,2003.0,2,19.0,N,N,N,7,8,
47,189,'MIDDLE FORK CEDAR CREEK',36111194.0,86243805.0,4.0,19.0,2003.0,2,19.0,N,N,N,7,7,
47,189,'SPRING CREEK',36134853.0,86301085.0,4.0,19.0,1988.0,2,19.0,N,N,N,8,7,
47,189,'SPENCER CREEK',36131426.0,86221412.0,4.0,19.0,1976.0,2,19.0,N,N,N,7,7,
47,189,'N.E.R.R',36142011.0,86230145.0,2.0,19.0,2000.0,5,2.0,7,7,8,N,N,
47,189,'BRANCH',36132939.0,86252575.0,4.0,19.0,1976.0,2,19.0,N,N,N,7,7,
47,189,'SPENCER CREEK',36135160.0,86231359.0,4.0,19.0,2018.0,7,2.0,7,8,8,8,N,
47,189,'WALKER BRANCH',36135426.0,86170519.0,4.0,19.0,2019.0,2,19.0,N,N,N,7,7,
47,189,'BRANCH',36141262.0,86233001.0,4.0,19.0,1976.0,2,19.0,N,N,N,7,7,
47,189,'N&E RAILROAD',36141785.0,86233007.0,4.0,19.0,2006.0,5,2.0,7,7,7,N,N,
47,189,'SPENCER CREEK',36150670.0,86262316.0,2.0,19.0,2010.0,2,19.0,N,N,N,8,8,
47,189,'BRANCH',36144191.0,86260805.0,4.0,19.0,1976.0,2,19.0,N,N,N,8,8,
47,189,'OLD HICKORY LAKE',36144428.0,86341867.0,2.0,17.0,1945.0,3,2.0,8,6,5,4,N,
47,189,'YOUNGS BRANCH',36150299.0,86104841.0,2.0,7.0,1950.0,1,19.0,N,N,N,6,6,
47,189,'SPRING BRANCH',36145263.0,86104374.0,2.0,7.0,1950.0,2,19.0,N,N,N,7,7,
47,189,'BRANCH',36132322.0,86102773.0,2.0,7.0,1950.0,2,19.0,N,N,N,6,6,
47,189,'W. PRONG JENNING FK CREE',36101464.0,86110198.0,2.0,7.0,1970.0,2,19.0,N,N,N,7,7,
47,189,'E. PRONG JENNING FK CREE',36082304.0,86103649.0,2.0,7.0,1960.0,2,19.0,N,N,N,7,7,
47,189,'LICK CREEK',36065016.0,86094813.0,2.0,7.0,2016.0,5,6.0,8,8,8,8,N,
47,189,'SINKING CREEK',36063413.0,86235435.0,2.0,7.0,1945.0,2,19.0,N,N,N,7,7,
47,189,'BRANCH',36064500.0,86243978.0,2.0,7.0,1940.0,2,19.0,N,N,N,8,7,
47,189,'SUGGS CREEK',36070468.0,86293174.0,2.0,7.0,1950.0,3,2.0,6,4,7,6,N,
47,189,'SUGGS CREEK',36074722.0,86310985.0,1.0,6.0,1955.0,5,5.0,6,7,7,7,N,
47,189,'CEDAR CREEK',36114350.0,86273545.0,2.0,16.0,2007.0,5,5.0,7,8,7,7,N,
47,189,'BARTON CREEK',36114536.0,86194674.0,4.0,16.0,1981.0,2,19.0,N,N,N,6,4,
47,189,'BRANCH',36162297.0,86173581.0,2.0,8.0,1955.0,1,4.0,6,5,7,5,N,
47,189,'JENNINGS FORK CREEK',36122100.0,86055329.0,2.0,9.0,1985.0,5,6.0,7,8,8,8,N,
47,189,'BARTONS CREEK',36130679.0,86184788.0,1.0,14.0,1963.0,6,6.0,7,7,4,7,N,
47,189,'SINKING CREEK',36124704.0,86174620.0,1.0,14.0,1960.0,1,4.0,8,5,7,7,N,
47,189,'SR 265 / I40',36100294.0,86315538.0,1.0,16.0,1963.0,2,4.0,4,4,4,N,N,
47,189,'MT. JULIET RD./ I40',36101626.0,86304716.0,1.0,16.0,1963.0,2,4.0,7,7,7,8,N,
47,189,'STONER CREEK',36102472.0,86293539.0,1.0,11.0,1965.0,2,19.0,N,N,N,7,7,
47,189,'BECKWITH RD./I40',36104020.0,86272394.0,1.0,17.0,2006.0,4,2.0,8,8,8,N,N,
47,189,'BRANCH',36104296.0,86271224.0,1.0,11.0,1965.0,2,19.0,N,N,N,7,7,
47,189,'WILSON CREEK',36105106.0,86261176.0,1.0,11.0,1965.0,6,2.0,8,8,7,7,N,
